bad_flag_desc,ID,MARRIAGE_STAT2,bad_flag,creditcard_usage,vouch_query_cnt_12,loan_query_cnt_12,least_limit_loan,most_due_time_loan_credit,most_due_time_loan_credit_24,pay_time_rate_loan_credit_6,creditcard_industry_cnt,house_loan_cnt,usage_more_100_creditcard_cnt,avg_deposit_6,Vouch_Name,vehicle_loan_due_3,LIVESTAT_CD2,workyear2,due_to_loan_balance,credit_due_to_loan_balance,asset_to_line
GOOD,A004524,20,0,0.02,1,2,100000,0,0,1,3,0,0,2670.43,保证,否,自置,10,0.44,0,4.1354509048
GOOD,A004525,20,0,1,2,3,155000,0,3,1,2,1,0,5708.83,保证,否,自置,5,1,0,2.3721617693
GOOD,A004526,20,0,0.08,0,1,70000,1,0,0.98,3,0,0,1010.66,抵押,否,自置,8,1.2,1.79,1.7819793043
GOOD,A004527,20,0,0,0,3,5000,0,0,1,2,0,0,23163.02,保证,否,自置,12,1,0,2.25
GOOD,A004528,20,0,0,0,2,50000,0,0,1,1,0,0,1535.77,保证,否,自置,10,0.12,0,1.1240310078
GOOD,A004529,20,0,0.32,1,2,20000,0,0,1,4,0,0,18911.25,保证,否,自置,6,1,0,1.6490765172
BAD,A004530,20,1,0.57,2,5,3000,0,0,1,7,1,2,3180.69,保证,否,自置,10,0.2,0,2.0872604753
GOOD,A004531,20,0,0.18,1,1,80000,0,1,0.99,8,1,0,9080.32,保证,否,自置,5,0.54,0,0
GOOD,A004532,20,0,0.41,3,5,28000,0,0,1,4,0,0,23073.14,保证,否,自置,17,0.67,0,1.5679797626
GOOD,A004533,20,0,0,0,1,10000,0,1,1,2,1,0,6535.34,保证,否,自置,5,0.42,0,2.4335838717
GOOD,A004534,20,0,0.3,3,5,0,0,0,1,7,0,0,21821.63,保证,否,自置,12,10,0,2.6046010765
GOOD,A004535,20,0,0,1,0,400000,0,0,1,4,0,0,278.89,保证,否,自置,20,0.65,0,4.6442307692
GOOD,A004536,20,0,0,1,1,145000,0,0,1,1,0,0,24284.19,保证,否,自置,4,0.2,0,16.25
GOOD,A004537,20,0,0,0,0,0,0,0,1,0,0,0,,质押,否,自置,2,10,1.32,6.9736842105
GOOD,A004538,20,0,0.52,2,0,67000,0,0,1,6,0,0,5745.74,保证,否,自置,5,0.29,0,2.4279388607
GOOD,A004539,20,0,0.39,5,0,150000,0,2,0.98,7,0,0,59415.77,保证,否,自置,4,1,0,0
GOOD,A004540,20,0,0,0,0,0,0,0,1,0,0,0,5367.07,保证,否,自置,15,10,0,20
GOOD,A004541,20,0,0,0,0,490341.3188,0,0,1,1,0,0,2635.18,保证,否,自置,21,1,0,2.1331683683
GOOD,A004542,20,0,0,0,3,30000,0,0,1,2,0,0,5760.97,保证,否,自置,3,1,0,0.8888888889
GOOD,A004543,20,0,0.33,1,2,25000,0,0,1,1,0,0,12028.25,保证,否,其他,12,0.4,0,2.5727795771
GOOD,A004544,20,0,0.64,1,4,300000,0,2,1,3,0,0,8441.28,保证,否,自置,10,0.23,0,1.5846054568
GOOD,A004545,20,0,0,0,0,0,0,0,1,0,0,0,4880.87,保证,否,自置,20,10,0,7.0666666667
GOOD,A004546,20,0,0,0,0,50000,0,0,1,0,0,0,1618.37,保证,否,自置,2,1,0,1.6666666667
GOOD,A004547,20,0,0,0,0,100000,0,0,1,0,0,0,12913.4,抵押,否,自置,0,0.5,10,20
GOOD,A004548,20,0,0.01,0,1,50000,0,0,1,2,0,0,3657.76,保证,否,自置,4,1,0,2.8975746051
GOOD,A004549,10/MISS,0,0.36,1,2,3900,0,0,1,5,1,1,5627.84,抵押,否,自置,,0.75,1.8,0.88377777
GOOD,A004550,20,0,0,0,0,0,0,0,1,0,0,0,14975.24,保证,否,自置,27,10,0,16
GOOD,A004551,20,0,0.01,1,1,60000,0,1,0.93,2,0,0,2404.66,保证,否,自置,2,0.6,0,5.3314992976
GOOD,A004552,20,0,0.26,0,0,0,0,0,1,1,0,0,21334.98,保证,否,自置,15,10,0,8.6348881462
GOOD,A004553,20,0,0.43,1,2,30000,0,0,1,8,0,0,19397.99,保证,否,自置,1,0.83,0,4.4118360738
GOOD,A004554,20,0,0,0,0,0,0,0,1,0,0,0,11106.5,保证,否,自置,27,10,0,3
GOOD,A004555,20,0,0.32,0,2,304000,0,0,1,2,0,0,3153.54,保证,否,自置,4,0.6,0,1.1908183145
GOOD,A004556,20,0,0,1,0,15000,0,0,1,0,0,0,929.49,保证,否,自置,13,5,0,2.7272727273
GOOD,A004557,20,0,0.06,3,4,10000,0,0,1,3,0,0,24283.69,保证,否,自置,14,0.94,0,7.4574374393
GOOD,A004558,20,0,0.33,6,3,80000,0,1,0.98,8,0,0,15026.94,保证,否,自置,8,0.6,0,3.9702814408
GOOD,A004559,20,0,0.49,0,4,40000,0,1,1,4,1,2,5693.33,抵押,否,自置,9,0.45,1.73,1.5961379485
GOOD,A004560,20,0,0,3,1,50000,0,0,1,1,1,0,16028.18,保证,否,其他,,1.2,0,3.1186855683
GOOD,A004561,20,0,0,3,1,100000,0,0,1,0,0,0,1230.28,保证,否,自置,24,0.6,0,1.323943662
GOOD,A004562,20,0,0.55,0,1,490341.3188,1,2,0.97,3,0,0,5898.45,保证,否,自置,12,1,0,4.4616320622
GOOD,A004563,20,0,0.43,0,1,229000,0,1,1,5,1,1,3013.11,保证,否,自置,16,0.4,0,2.5309308959
GOOD,A004564,20,0,0,0,1,20000,0,0,1,1,0,0,4124.9,保证,否,自置,11,0.71,0,0
GOOD,A004565,20,0,0.28,1,2,30000,0,0,1,9,0,0,1670.66,保证,否,自置,9,0.75,0,4.0649010111
GOOD,A004566,20,0,0.23,1,1,150000,0,1,1,4,0,0,7387.24,保证,否,自置,19,6,0,6.8002600419
GOOD,A004567,20,0,0.32,0,1,30000,0,0,1,4,0,0,4726.17,保证,否,自置,4,0.67,0,2.765796926
GOOD,A004568,20,0,0.36,0,0,3900,0,0,1,4,0,0,27051.56,保证,否,自置,13,0.75,0,3.0161599764
GOOD,A004569,20,0,0.27,2,3,20000,0,0,1,5,0,0,20659,保证,否,自置,6,1,0,0
GOOD,A004570,20,0,0.56,0,3,41060,0,1,1,4,1,0,3082.26,保证,否,自置,8,1.15,0,2.9422356795
GOOD,A004571,20,0,0.59,0,2,41000,0,1,1,5,0,0,3218.12,保证,否,自置,10,2.5,0,2.2285937145
GOOD,A004572,20,0,0,0,2,490341.3188,0,0,1,0,0,0,2611.45,保证,否,自置,2,0.75,0,2.05
GOOD,A004573,20,0,0.2,1,1,100000,0,1,0.96,3,1,0,1065.87,保证,否,自置,10,0.2,0,3.218822062
GOOD,A004574,20,0,0.82,0,3,127000,0,0,1,7,0,1,17591.53,保证,否,自置,11,0.33,0,1.4810954621
GOOD,A004575,20,0,0.08,0,1,250000,0,0,1,2,0,0,20929.19,保证,否,自置,26,0.4,0,1.2526315789
GOOD,A004576,20,0,0.2,0,1,60000,0,0,1,4,0,0,8177.07,保证,否,自置,11,1,0,5.9710333231
GOOD,A004577,20,0,0.21,1,3,10000,0,1,0.98,3,0,0,13413.73,保证,否,其他,9,0.41,0,3.7225452978
GOOD,A004578,20,0,0.06,0,2,10000,0,0,1,3,2,0,457.96,抵押,否,自置,7,0.18,1.47,2.5226529812
GOOD,A004579,20,0,0,0,0,400000,0,0,1,1,0,0,1885.2,保证,否,自置,2,0.25,0,1.0909090909
GOOD,A004580,20,0,0.63,2,3,20000,0,0,1,8,0,2,28530.57,保证,否,自置,6,0.67,0,5.1769941645
GOOD,A004581,10/MISS,0,0.43,3,3,3000,0,0,1,0,0,0,8795.13,保证,否,自置,12,0.23,0,1.8842850286
GOOD,A004582,20,0,0.38,3,0,173000,0,0,1,4,0,0,3486.73,保证,否,自置,13,1.73,0,1.1646703713
GOOD,A004583,20,0,0.66,0,2,50000,0,0,1,4,0,0,8949.44,保证,否,自置,7,1,0,3.8211382114
GOOD,A004584,20,0,0,0,2,0,0,0,1,0,0,0,23340.58,保证,否,自置,12,10,0,0
GOOD,A004585,20,0,0.44,0,3,0,1,0,0.83,2,0,0,9827.23,保证,否,自置,9,10,0,20
GOOD,A004586,10/MISS,0,0.53,0,0,0,0,0,1,11,0,0,6852.43,保证,否,其他,4,10,0,1.6900265898
GOOD,A004587,20,0,0,2,2,349000,0,0,1,0,0,0,1031.15,保证,否,自置,14,2.04,0,9.0223393121
GOOD,A004588,20,0,0.54,2,2,250000,0,1,1,3,0,0,5495.04,保证,否,自置,9,0.29,0,1.1259625756
GOOD,A004589,20,0,0,0,0,65000,0,0,1,0,0,0,,抵押,否,自置,10,0.83,2.2,3
GOOD,A004590,20,0,0.01,0,1,0,0,0,1,1,0,0,4976.42,保证,否,自置,5,10,0,5.25
GOOD,A004591,20,0,0.81,2,1,30000,0,0,1,1,0,0,14718.59,保证,否,自置,12,1,0,2.3879013001
GOOD,A004592,20,0,0.18,0,0,80000,0,0,1,7,0,0,2500.67,抵押,否,自置,4,1.75,1.66,2.3031102457
GOOD,A004593,20,0,0.06,1,0,61300,0,1,1,2,0,0,18588.55,保证,否,自置,1,2,0,2.8571428571
GOOD,A004594,20,0,0.14,1,2,30000,1,1,0.94,4,0,0,12872,保证,否,自置,15,0.67,0,2.1426462793
GOOD,A004595,20,0,0.13,1,0,50000,0,0,1,3,0,0,6606.6,保证,否,自置,2,1,0,3.1310789565
GOOD,A004596,20,0,0.6,3,4,100000,0,0,1,5,1,1,13183.22,保证,否,自置,4,0.34,0,1.5598482215
GOOD,A004597,20,0,0.2,0,3,40000,0,0,1,6,0,0,2798.58,保证,否,自置,,0.15,0,1.0536438164
GOOD,A004598,20,0,0,0,2,410000,0,0,1,1,0,0,3905.24,保证,否,自置,3,1,0,4.2134831461
GOOD,A004599,20,0,0,0,0,179600,0,7,1,1,0,0,7373.26,抵押,否,自置,9,0.9,3,5.8887514847
GOOD,A004600,20,0,0.11,4,3,50000,0,0,1,10,0,0,2452.53,保证,否,自置,9,0.67,0,0.8272770802
GOOD,A004601,20,0,0.52,1,0,50000,0,0,1,5,0,0,5307.47,保证,否,自置,20,1,0,2.9997707474
GOOD,A004602,20,0,0.32,1,4,50000,0,1,1,2,1,0,15106.72,保证,否,自置,21,0.4,0,1.0181494568
GOOD,A004603,20,0,0,0,2,50000,0,0,1,0,0,0,6329.1,保证,否,自置,9,1,0,11.818181818
GOOD,A004604,20,0,0.08,3,3,50000,0,1,1,4,0,0,9670.74,保证,否,自置,9,0.5,0,1.9580251619
GOOD,A004605,10/MISS,0,0.16,1,2,100000,0,0,1,3,0,0,20793.16,保证,否,自置,19,0.5,0,2.8127659506
GOOD,A004606,20,0,0,2,4,60000,0,1,1,2,0,0,5208.85,保证,否,自置,6,1,0,5.4166666667
GOOD,A004607,20,0,0.03,2,1,50000,0,0,1,1,0,0,1971.48,保证,否,自置,17,10,0,2.064
GOOD,A004608,20,0,0,0,1,76000,0,0,1,2,0,0,10630.95,保证,否,自置,9,0.6,0,3.9439190182
GOOD,A004609,20,0,0.59,0,0,30000,0,1,1,4,0,0,11464.98,保证,否,自置,8,1,0,2.5774108978
GOOD,A004610,20,0,0,1,2,40000,0,0,0.83,0,1,0,15808.19,保证,否,自置,11,0.2,0,20
GOOD,A004611,20,0,0,0,0,490341.3188,0,0,1,4,0,0,,抵押,否,自置,9,1.14,1.76,3.1914893617
GOOD,A004612,10/MISS,0,0.43,2,3,408000,0,0,1,4,2,0,3039.31,保证,否,自置,3,0.47,0,2.9864020375
GOOD,A004613,20,0,0.53,2,3,23400,0,2,0.95,4,1,0,15834.58,抵押,否,自置,10,0.15,1.43,2.0317521395
GOOD,A004614,20,0,0.39,2,2,100000,0,1,1,4,0,0,2991.93,保证,否,自置,6,0.33,0,3.4313321804
GOOD,A004615,20,0,0,1,2,130000,0,1,1,0,1,0,1498.96,保证,否,自置,6,0.5,0,1.8888888889
GOOD,A004616,10/MISS,0,0,1,0,100000,0,0,1,1,0,0,3322.08,保证,否,自置,9,1.5,0,1.9047619048
GOOD,A004617,20,0,0.61,4,4,155000,0,0,1,3,0,0,23186.28,保证,否,自置,3,0.17,0,1.7092446634
GOOD,A004618,20,0,0.03,0,2,80000,0,0,1,1,0,0,6958.08,保证,否,自置,2,1.33,0,3.4208250053
GOOD,A004619,10/MISS,0,0,0,3,30000,0,0,1,0,0,0,1872.41,保证,否,自置,28,0.17,0,6.0444444444
GOOD,A004620,20,0,0,0,2,50000,0,0,1,0,0,0,25007.01,保证,否,自置,11,0.6,0,4.8888888889
GOOD,A004621,20,0,0,1,1,50000,0,0,1,1,0,0,5950.44,保证,否,自置,3,1,0,20
GOOD,A004622,10/MISS,0,0,0,1,490341.3188,0,0,1,2,1,0,1035.46,抵押,否,自置,2,0.2,7.5,9.3161047503
GOOD,A004623,20,0,0,1,1,10000,0,0,1,0,0,0,4892.2,保证,否,自置,11,0.6,0,2.6136363636
GOOD,A004624,20,0,0.56,0,0,150000,0,0,1,3,0,0,7456.48,保证,否,自置,13,1,0,2.0531793996
GOOD,A004625,20,0,0.33,0,0,10000,0,0,1,1,0,0,13561.21,保证,否,自置,4,1.5,0,3.72625
GOOD,A004626,20,0,0.16,0,3,125000,0,0,1,19,2,0,2069.05,保证,否,自置,4,0.22,0,1.6550836671
GOOD,A004627,20,0,0.34,1,2,30000,0,0,1,6,0,0,7328.81,保证,否,自置,12,0.5,0,1.2594528625
GOOD,A004628,20,0,0.4,0,1,110000,0,1,1,7,0,0,4599.81,保证,否,自置,4,0.67,0,4.4776319894
GOOD,A004629,20,0,0.37,0,0,50000,0,0,1,4,0,0,1386,抵押,否,自置,6,0.34,8.38,4.6765185324
GOOD,A004630,20,0,0.05,0,2,200000,0,0,0.92,1,0,0,22354.4,保证,否,自置,,1,0,1.5739687733
GOOD,A004631,20,0,0.06,0,8,90000,0,1,0.98,4,0,0,25978.09,抵押,否,自置,11,4,2.58,5.1006453425
GOOD,A004632,20,0,0.24,2,0,0,1,0,0.84,4,0,0,8545.4,抵押,否,自置,8,10,0,2.3027736957
GOOD,A004633,20,0,0.13,6,5,316000,0,2,1,3,0,0,11963.33,抵押,否,自置,9,0.07,1.47,11.544026669
GOOD,A004634,20,0,0.12,0,1,300000,0,1,0.92,1,0,0,11614.85,保证,否,自置,6,1,0,4.9900697612
GOOD,A004635,20,0,0,1,1,50000,0,0,1,1,0,0,2895.83,保证,否,自置,22,1,0,6.7401385577
GOOD,A004636,20,0,0.22,0,3,1590,0,0,1,6,0,0,5463.53,保证,否,自置,11,1,0,1.2849980822
GOOD,A004637,20,0,0.63,0,2,10000,0,1,0.96,4,0,0,6612.13,保证,否,自置,10,0.45,0,2.6261057133
GOOD,A004638,20,0,0.27,1,2,299000,0,0,1,6,0,0,1965.63,保证,否,自置,12,0.61,0,2.8341766826
GOOD,A004639,20,0,0,0,2,18000,0,0,1,0,0,0,2448.03,保证,否,自置,16,1,0,20
GOOD,A004640,20,0,0.69,2,3,161000,0,0,1,6,0,1,10666.7,保证,否,自置,10,0.97,0,5.2199621117
GOOD,A004641,20,0,0,1,0,0,0,0,1,0,0,0,1422.37,保证,否,自置,10,10,0,4
GOOD,A004642,20,0,0.1,2,1,59000,0,0,1,1,0,0,2059.7,保证,否,自置,15,0.6,0,3.6025641026
GOOD,A004643,20,0,0.19,0,1,20000,0,0,1,2,0,0,2528.05,抵押,否,其他,,1.11,0,1.4732425552
GOOD,A004644,20,0,0,1,1,10000,0,0,1,0,0,0,3251.57,保证,否,自置,5,10,0,2.5
GOOD,A004645,20,0,0.66,3,2,20000,0,0,1,4,0,2,20459.1,保证,否,自置,15,0.83,0,0
GOOD,A004646,20,0,0.08,4,3,490341.3188,0,0,1,6,1,0,10227.69,保证,否,自置,2,0.97,0,1.126435005
GOOD,A004647,20,0,0,0,1,10000,0,0,1,0,0,0,936.68,保证,否,自置,20,0.5,0,3
GOOD,A004648,20,0,0,1,1,0,0,0,1,0,0,0,3580.73,保证,否,自置,5,10,0,5
GOOD,A004649,20,0,0.45,1,1,40000,0,0,1,1,0,0,943.7,保证,否,其他,12,0.5,0,0.8873153829
GOOD,A004650,20,0,0.33,0,1,200000,0,1,1,2,0,0,6569.91,保证,否,自置,10,2,0,9.2154590689
GOOD,A004651,20,0,0,0,0,150000,0,0,1,0,0,0,4072.4,保证,否,自置,3,0.6,0,1.6666666667
GOOD,A004652,20,0,0.27,1,3,50000,0,1,0.98,4,1,0,3642.51,保证,否,自置,12,0.23,0,1.0823286146
GOOD,A004653,20,0,0,1,1,200000,0,0,1,1,0,0,1133.7,保证,否,自置,20,0.5,0,3.7522372715
GOOD,A004654,20,0,0,2,2,20000,0,0,1,0,0,0,5622.22,保证,否,自置,9,10,0,11
GOOD,A004655,20,0,0.39,2,5,260000,0,0,1,4,0,0,4926.64,保证,否,自置,13,0.34,0,1.7310881505
GOOD,A004656,20,0,0.12,0,1,450000,0,0,1,3,0,0,2908.78,保证,否,自置,4,0.56,0,1.4214460905
GOOD,A004657,20,0,0,1,1,200000,0,0,1,0,0,0,13983.66,保证,否,自置,11,1,0,1.4
GOOD,A004658,20,0,0,0,0,50000,0,0,1,0,0,0,4337.93,保证,否,自置,6,4,0,3.8
GOOD,A004659,20,0,0.47,2,2,300000,1,1,0.97,2,0,0,3650.81,保证,否,自置,6,1,0,2.6411313286
GOOD,A004660,10/MISS,0,0,0,0,130000,0,0,1,1,0,0,20011.31,保证,否,自置,4,0.62,0,1.8
GOOD,A004661,20,0,0.02,0,0,131000,0,0,1,1,0,0,2024.08,抵押,否,自置,2,1,2.2,1.6
GOOD,A004662,20,0,0,0,2,10000,0,0,1,0,0,0,7638.42,保证,否,自置,4,1,0,1.375
GOOD,A004663,20,0,0.3,1,0,60000,0,0,1,5,0,0,2275.45,保证,否,自置,10,0.13,0,17.445989836
GOOD,A004664,20,0,0.48,1,2,100000,0,0,1,3,0,0,22844.17,保证,否,自置,13,0.3,0,2.5310128164
GOOD,A004665,20,0,0.31,1,1,50000,0,0,1,3,0,0,10737.16,保证,否,自置,7,1,0,0.6154002092
GOOD,A004666,20,0,0.49,0,1,71000,0,1,1,2,0,0,5037.09,保证,否,自置,6,0.67,0,3.7360559652
GOOD,A004667,20,0,0.18,0,4,100000,0,0,1,2,0,0,9828.15,保证,否,自置,2,0.14,0,1.7271349403
GOOD,A004668,20,0,0.69,2,2,94000,0,0,1,2,0,0,7650.21,抵押,否,自置,11,0.38,2,5.7157601807
GOOD,A004669,20,0,0.27,1,3,51000,0,1,0.98,4,0,0,8679.23,保证,否,自置,8,0.38,0,0
GOOD,A004670,20,0,0.05,1,2,100000,0,0,1,7,0,0,12215.89,保证,否,自置,9,0.65,0,0
GOOD,A004671,20,0,0.25,2,4,300000,0,2,1,7,0,0,24559.51,保证,否,自置,11,0.25,0,4.4412438158
GOOD,A004672,20,0,0,0,1,20000,0,0,1,0,0,0,16288.65,保证,否,自置,5,1,0,0
GOOD,A004673,20,0,0,0,0,330000,0,0,1,1,0,0,,抵押,否,自置,12,0.83,3,1.625
GOOD,A004674,20,0,0.34,0,1,140000,0,1,1,2,0,0,4771.4,保证,否,自置,10,0.63,0,0
GOOD,A004675,20,0,0,0,1,40000,0,0,1,1,0,0,1544.87,保证,否,自置,10,4.44,0,3.0333333333
GOOD,A004676,20,0,0,0,1,290000,0,0,1,1,0,0,,抵押,否,自置,19,1,2.05,20
GOOD,A004677,20,0,0.34,1,2,170000,0,0,1,3,0,0,11209.3,保证,否,自置,20,0.21,0,3.8959124508
GOOD,A004678,20,0,0,0,1,410000,0,0,1,0,0,0,,抵押,否,自置,15,0.25,2,0
GOOD,A004679,20,0,0.03,0,2,200000,0,0,1,1,0,0,20257.33,保证,否,自置,14,0.25,0,1.8602163377
GOOD,A004680,20,0,0,0,1,0,0,0,1,0,0,0,12686.93,保证,否,其他,4,10,0,10.7
GOOD,A004681,20,0,0,2,1,101000,0,0,1,1,1,0,6610.32,保证,否,自置,3,1,0,1.0677966102
GOOD,A004682,20,0,0.2,0,1,10000,0,0,1,0,0,0,1683.15,抵押,否,自置,6,0.79,1.02,20
GOOD,A004683,20,0,0,0,0,112000,0,0,1,0,0,0,1175.25,抵押,否,自置,17,1,1.45,1.2692307692
GOOD,A004684,20,0,0.16,0,0,30000,0,0,1,5,0,1,3263.9,保证,否,自置,11,0.67,0,3.5612626202
GOOD,A004685,10/MISS,0,0,1,0,223300,0,0,1,1,0,0,15454.44,保证,否,自置,21,1.34,0,10
GOOD,A004686,20,0,0.6,0,3,480000,0,1,0.98,4,0,0,3076.36,保证,否,自置,11,1,0,2.3083706135
GOOD,A004687,20,0,0.63,0,0,9000,0,0,1,5,0,0,7951.93,保证,否,自置,5,1.5,0,4.4791907136
GOOD,A004688,20,0,0.17,0,1,490341.3188,0,0,1,7,1,0,7357.88,保证,否,自置,14,0.36,0,1.7368436702
GOOD,A004689,10/MISS,0,0,0,0,400000,0,0,1,0,0,0,4610.12,保证,否,自置,8,1,0,1.5375
GOOD,A004690,20,0,0.32,2,1,60000,0,2,0.81,3,2,0,3004.39,保证,否,自置,6,0.6,0,4.1281041329
GOOD,A004691,10/MISS,0,0.06,1,0,300000,0,0,1,1,0,0,6956.98,抵押,否,自置,10,0.41,3,2.1644048636
GOOD,A004692,20,0,0.46,0,0,370000,0,1,0.97,2,2,0,1031.35,保证,否,自置,6,0.94,0,1.3691468343
GOOD,A004693,10/MISS,0,0,0,2,10000,0,0,1,0,0,0,4652.74,保证,否,其他,5,0.22,0,3.2142857143
GOOD,A004694,20,0,0,0,1,0,0,0,1,1,0,0,2460.92,保证,否,自置,3,10,0,10
GOOD,A004695,20,0,0,0,0,0,0,0,1,0,0,0,8552.38,保证,否,自置,3,10,0,3.5
GOOD,A004696,20,0,0.14,0,4,130800,0,1,1,4,0,0,20632.09,保证,否,自置,8,0.25,0,2.7244310422
GOOD,A004697,20,0,0,2,1,301000,0,0,1,1,0,0,4734.35,保证,否,自置,16,1.67,0,6.880253949
GOOD,A004698,20,0,0.41,0,0,0,0,0,1,7,0,0,28901.24,保证,否,自置,5,10,0,4.5972895349
GOOD,A004699,20,0,0.73,3,2,20000,0,0,1,5,0,2,4571.97,保证,否,自置,8,1,0,3.6141660854
GOOD,A004700,20,0,0,0,0,0,0,0,1,0,0,0,5849.17,保证,否,自置,3,10,0,6.6666666667
GOOD,A004701,20,0,0,0,1,0,0,0,1,1,0,0,8234.5,保证,否,自置,3,10,0,6.2
GOOD,A004702,20,0,0.98,2,4,50000,0,0,1,3,1,2,5102.98,保证,否,自置,31,0.18,0,2.8204554471
GOOD,A004703,20,0,0,3,2,150000,0,0,1,0,0,0,4113.58,保证,否,自置,31,0.4,0,0
GOOD,A004704,20,0,0.22,0,2,1000,0,1,1,6,0,0,14455.89,保证,否,自置,11,0.71,0,6.2214977634
GOOD,A004705,20,0,0.91,0,1,260000,0,0,0.92,1,0,0,8218.91,保证,否,自置,7,1.33,0,7.4099871807
GOOD,A004706,20,0,0,1,1,150000,0,0,1,0,0,0,22634.85,保证,否,自置,15,1.33,0,2.5
GOOD,A004707,20,0,0.35,2,4,100000,0,1,1,9,0,0,1001.78,保证,否,自置,7,0.48,0,1.1338965723
GOOD,A004708,20,0,0,2,2,20000,0,0,1,0,0,0,3181.38,保证,否,自置,5,2,0,2.7868852459
GOOD,A004709,20,0,0.18,0,2,358000,0,2,1,4,0,0,4751.26,保证,否,自置,7,0.54,0,0
GOOD,A004710,20,0,0.13,1,0,490341.3188,0,0,1,2,0,0,,抵押,否,自置,6,0.83,0,5.8189852141
GOOD,A004711,20,0,0,2,4,20000,0,0,1,0,0,0,3257.32,保证,否,自置,11,0.5,0,2.2133027523
GOOD,A004712,20,0,0.47,2,2,15000,0,2,1,10,0,0,10897.3,保证,否,自置,6,0.31,0,1.7335395948
GOOD,A004713,20,0,0,1,1,50000,0,0,0.93,0,0,0,5436.9,保证,否,自置,38,0.63,0,1.4256619145
GOOD,A004714,20,0,0.32,0,2,60000,0,0,1,5,0,0,1805.76,抵押,否,自置,6,0.32,1.43,20
GOOD,A004715,20,0,0.09,0,0,185000,0,0,0.6,3,0,0,,抵押,否,自置,8,0.73,3.25,5.2
GOOD,A004716,20,0,0,2,0,60000,0,0,1,1,0,0,2999.55,保证,否,自置,8,1,0,1.7357142857
GOOD,A004717,20,0,0.93,1,0,0,0,0,1,2,0,0,3627.51,保证,否,自置,9,10,0,2.8764116543
GOOD,A004718,20,0,0.11,1,2,30000,0,0,1,6,0,0,13973.24,保证,否,自置,10,0.67,0,1.7619047619
GOOD,A004719,20,0,0.5,2,4,200000,0,0,1,6,0,0,24424.74,保证,否,自置,14,0.75,0,4.930715619
GOOD,A004720,20,0,0.5,1,3,98100,0,1,1,6,0,2,24051.79,保证,否,自置,21,1,0,1.6759270949
GOOD,A004721,20,0,0.83,0,4,100000,0,1,1,4,0,3,41697.05,保证,否,自置,2,0.4,0,2.8423645915
GOOD,A004722,20,0,0.13,0,0,100000,0,0,1,3,1,0,,抵押,否,其他,,4,0,3.7676135935
GOOD,A004723,20,0,0,1,1,10000,0,0,1,2,0,0,24433.79,保证,否,自置,9,1,0,1.8181818182
GOOD,A004724,20,0,0.58,2,1,359000,0,0,1,3,0,0,3884.14,抵押,否,自置,5,1.17,1,3.4284773903
GOOD,A004725,20,0,0.28,0,3,300000,0,2,1,5,0,0,17928.41,保证,否,自置,5,0.63,0,3.6120860399
GOOD,A004726,20,0,0.07,0,1,100000,0,1,1,2,0,0,3124.42,保证,否,自置,2,0.75,0,3.3188704335
GOOD,A004727,20,0,0.46,0,1,10000,0,0,1,4,0,0,5125.53,保证,否,自置,5,1.11,0,4.4619792401
GOOD,A004728,10/MISS,0,0.15,1,1,380000,0,0,1,3,0,0,2921.48,保证,否,自置,6,0.36,0,1.8458333333
GOOD,A004729,20,0,0.26,1,0,10000,0,0,1,4,0,0,6303.26,保证,否,自置,7,2,0,1.6096611864
GOOD,A004730,20,0,0.39,0,4,22888,0,1,1,6,0,1,13110.54,保证,否,自置,12,0.75,0,5.5731574445
GOOD,A004731,20,0,0,1,2,50000,0,0,1,2,0,0,2063.43,保证,否,自置,9,1,0,1.15
GOOD,A004732,20,0,0.01,0,0,200000,0,0,1,4,0,0,1545.7,抵押,否,自置,12,0.85,1.47,8.5016440872
GOOD,A004733,20,0,0,4,5,490341.3188,0,0,1,2,3,0,11829.56,保证,否,自置,11,0.68,0,2.6142857143
GOOD,A004734,20,0,0.41,0,0,80000,0,1,0.98,7,0,0,4633.47,抵押,否,自置,6,1,0,1.5585247697
GOOD,A004735,20,0,0.33,2,2,25000,0,0,1,1,0,0,6299.01,保证,否,自置,8,8.57,0,0.9176470588
GOOD,A004736,20,0,0.14,5,3,490341.3188,0,1,0.96,2,1,0,1947.78,抵押,否,自置,10,1,1.66,20
GOOD,A004737,20,0,0.47,0,2,300000,0,0,0.94,5,0,2,2966.26,保证,否,自置,7,1,0,2.7959820522
GOOD,A004738,20,0,0.52,0,1,180000,0,0,1,4,0,0,4086.26,保证,否,自置,11,1,0,2.1425057266
GOOD,A004739,20,0,0.37,0,2,180000,0,1,1,6,1,0,1613.74,保证,否,自置,9,0.36,0,4.4799001812
GOOD,A004740,20,0,0.29,1,1,130000,0,0,1,1,0,0,7284.94,保证,否,自置,15,1,0,2.296703465
GOOD,A004741,20,0,0.47,0,0,50000,0,0,1,2,0,0,1770.1,抵押,否,自置,1,1,1.44,12.353508529
GOOD,A004742,20,0,0,1,2,200000,0,0,0.95,2,0,0,14006.47,保证,否,自置,5,1,0,3.3613445378
GOOD,A004743,20,0,0.62,0,2,400000,0,0,1,2,1,0,8313.63,抵押,否,自置,1,1,1.7,1.1906968797
GOOD,A004744,20,0,0.2,0,1,100000,0,0,1,4,0,0,7030.96,保证,否,自置,8,1.5,0,1.8585218804
